Fecha,Libro,Autor,Género,Cantidad,Precio Unitario
2021/06/03,El alquimista,April Anderson,Misterio,18,13.82
2022/06/15,El enigma de la cueva,Cassandra Buchanan,No Ficción,11,20.59
2021/09/23,Mentes brillantes,Gina Martinez,Ciencia,3,38.99
2023/03/18,Cien años de soledad,David Lane,Terror,3,41.38
2023/07/03,La teoría del todo,Laura Aguirre,Ciencia,19,44.23
2021/05/26,La teoría del todo,Jonathan Lowery,Ciencia,10,24.22
2021/04/24,Secretos ocultos,Monica Turner,Misterio,3,24.36
2023/01/18,El enigma de la cueva,Wayne Bell,Romance,3,32.31
2022/02/27,El arte de la guerra,Lori King,Fantasía,4,44.5
2022/06/25,Sombras en la ciudad,Jonathan Salazar,No Ficción,19,32.63
2022/11/29,El último amanecer,Joseph Black,Romance,15,32.9
2023/08/02,El enigma de la cueva,Stephanie Miller,Autoayuda,3,23.33
2022/03/21,Bajo la luna roja,Jessica Rodriguez,Misterio,6,16.44
2024/08/07,El enigma de la cueva,Andrew Williams,Ciencia,8,32.29
2022/08/08,Las voces del pasado,Michelle Adams,Fantasía,13,17.46
2023/11/11,Sombras en la ciudad,Jessica Johnson,Ficción,11,35.3
2021/04/04,Destino incierto,Samuel Jacobson,Romance,2,31.94
2023/02/22,Crónicas de un viajero,Mr. Dennis Johnson,No Ficción,6,36.64
2023/09/09,Secretos ocultos,Jeffery Scott,Historia,1,36.85
2023/01/30,El alquimista,Amanda Lowe,No Ficción,17,33.77
2022/10/12,Bajo la luna roja,Roy Willis,Romance,11,22.93
2023/12/10,Secretos ocultos,Shane Hopkins Jr.,Historia,20,7.29
2024/12/23,El enigma de la cueva,Shaun White,Ciencia,17,31.22
2023/04/20,El misterio del tiempo,Annette Lawson,Autoayuda,4,27.82
2024/09/27,El arte de la guerra,Rebecca Walker,Fantasía,20,18.85
2023/04/11,Cien años de soledad,Michael Glover,Misterio,5,42.98
2024/10/19,Sombras en la ciudad,Jason Russell,Ficción,4,44.46
2022/12/07,La sombra del viento,Adam Mendoza,Ciencia,8,43.55
2022/12/08,El misterio del tiempo,Jonathan Stevenson,Misterio,10,20.44
2023/09/05,Destino incierto,Amber Willis,Misterio,1,6.1
2025/01/09,Sombras en la ciudad,Tyler Wagner,Ficción,8,7.48
2024/01/10,El último amanecer,Dustin Fox,Autoayuda,19,26.15
2024/03/04,El último amanecer,Joanne Smith,Autoayuda,18,12.27
2023/01/20,El enigma de la cueva,Natasha Hansen,Historia,5,37.26
2022/05/23,Destino incierto,Brandon Lewis,Romance,8,12.36
2021/12/24,Mentes brillantes,Joshua Franklin,Misterio,12,7.87
2021/05/06,La sombra del viento,James Schroeder,Fantasía,17,28.01
2024/12/09,La teoría del todo,Michael Glass,Autoayuda,19,29.08
2022/01/20,El alquimista,Stephen Larson,Ciencia,19,47.32
2024/07/02,El alquimista,Jasmine Mendez,Ficción,9,38.39
2022/02/11,El alquimista,Randall Humphrey,Fantasía,17,15.57
2023/11/10,El arte de la guerra,Karen French,Romance,3,28.55
2025/02/22,El último amanecer,John Sawyer,Fantasía,18,47.75
2022/01/19,El arte de la guerra,Kyle Adams,Fantasía,20,30.55
2023/08/24,El arte de la guerra,Jennifer Watkins,No Ficción,20,30.85
2023/04/06,Secretos ocultos,Matthew Ray,Autoayuda,12,18.7
2022/08/29,El último amanecer,Erica Garcia,Terror,2,25.8
2023/01/16,Mentes brillantes,David Patton,Ficción,8,23.54
2023/01/17,Mentes brillantes,Abigail Weaver,Ciencia,18,5.2
2021/11/17,El enigma de la cueva,Beth Ruiz,Ciencia,17,18.49
2024/10/29,Las voces del pasado,Hannah Barker,No Ficción,20,28.21
2024/09/23,Cien años de soledad,Lisa Moody,Fantasía,20,41.81
2023/06/17,Sombras en la ciudad,Jacqueline Lewis,Historia,13,28.69
2021/12/13,El misterio del tiempo,Timothy Fuller,Misterio,17,32.12
2023/01/03,Crónicas de un viajero,Steven Harvey,Historia,5,39.22
2023/07/19,Destino incierto,Doris Berry,Historia,7,18.17
2021/09/10,Mentes brillantes,Nicholas Johnson,Terror,15,42.49
2024/03/11,Las voces del pasado,Peter Thompson,Autoayuda,4,41.66
2025/02/05,Crónicas de un viajero,Gregory Calderon,No Ficción,12,8.66
2024/02/10,Destino incierto,Carrie Haynes,Terror,16,45.14
2023/06/22,El último amanecer,Nicole Johnson,No Ficción,19,36.06
2022/09/05,Destino incierto,Robert Jackson,Romance,20,46.41
2022/12/25,La sombra del viento,Robert Steele,No Ficción,12,11.12
2024/06/06,Bajo la luna roja,Lynn Grimes,Fantasía,1,44.69
2023/08/28,La teoría del todo,Andrew Keith,Misterio,6,48.83
2024/05/18,El misterio del tiempo,Karen Guzman,Ficción,1,48.24
2023/03/20,Cien años de soledad,Donald Ball,Ficción,15,24.24
2024/02/14,La teoría del todo,Amanda Ferguson,Ficción,4,7.29
2021/07/19,Sombras en la ciudad,Diane Meyers,Terror,3,30.58
2022/11/13,Bajo la luna roja,Daniel Castillo,Terror,3,28.86
2024/01/04,Sombras en la ciudad,Abigail Thompson,Ficción,19,24.52
2023/08/10,Las voces del pasado,Casey Love,Autoayuda,20,42.44
2023/04/18,Crónicas de un viajero,Stephanie Carter,Terror,2,17.87
2023/06/20,Cien años de soledad,Andrew Barrera,Autoayuda,12,44.77
2021/10/09,Cien años de soledad,Thomas Arias,Ficción,13,43.84
2024/07/09,Sombras en la ciudad,Courtney Hayes,Autoayuda,7,33.15
2021/11/01,Secretos ocultos,Rita Jones,Terror,12,5.77
2023/06/07,Secretos ocultos,Gwendolyn Hogan,Romance,3,7.19
2022/10/04,Destino incierto,Kevin Blair,Romance,4,49.99
2022/09/24,La teoría del todo,Christina Johnson,Fantasía,17,48.16
2023/01/23,Bajo la luna roja,Amanda Gardner,Romance,3,32.83
2021/05/24,El alquimista,James Lowe,Misterio,16,5.21
2023/01/13,Las voces del pasado,Mark Anderson,Ciencia,19,41.2
2022/05/04,Crónicas de un viajero,Brian Harris,Ficción,3,33.32
2021/09/24,El alquimista,Melissa Sweeney,Fantasía,17,18.35
2023/11/05,Bajo la luna roja,Susan Sandoval,Autoayuda,5,5.48
2022/05/10,El enigma de la cueva,Audrey Atkins,Autoayuda,14,45.11
2023/07/06,El último amanecer,Daniel Mata,No Ficción,11,38.58
2021/08/03,Las voces del pasado,Edward Lee,Ficción,19,40.82
2025/01/15,Crónicas de un viajero,Kenneth Huffman,Ciencia,3,11.76
2025/01/16,El último amanecer,Raymond Wells,Ficción,19,16.4
2024/03/29,La teoría del todo,Julia Richardson,Historia,10,22.55
2021/04/08,El arte de la guerra,Nicholas Moran,Romance,3,34.84
2022/12/10,Sombras en la ciudad,Hannah Holmes,Romance,20,31.47
2024/02/23,Sombras en la ciudad,Billy Ellison,No Ficción,3,34.79
2021/04/11,Destino incierto,Lori Yoder,Ciencia,8,33.53
2023/10/12,Sombras en la ciudad,Kenneth Johnson,Historia,19,18.73
2023/12/28,El alquimista,Larry Anderson,Ficción,11,31.15
2024/04/13,El alquimista,Todd Adams,Ficción,6,30.39
2024/06/28,El alquimista,Jennifer Swanson,Ficción,11,11.09
2022/06/21,Las voces del pasado,Lisa Jordan,Romance,3,13.29
2022/05/24,La teoría del todo,Roger Nash,Romance,6,19.57
2025/03/24,El alquimista,Ana Jones,Terror,8,30.89
2022/11/27,El arte de la guerra,Theresa Baker,No Ficción,11,26.14
2024/08/29,La teoría del todo,Eric Rivas,Ciencia,11,9.41
2025/03/23,La teoría del todo,Megan Lawrence,Romance,18,5.99
2021/08/05,El misterio del tiempo,Sarah Richardson,Ciencia,5,23.4
2022/02/19,Crónicas de un viajero,John Blankenship,Terror,16,5.73
2022/03/16,Bajo la luna roja,Paul Webb,No Ficción,14,19.75
2022/06/03,La sombra del viento,Danielle Jones,Historia,10,7.44
2024/11/12,Sombras en la ciudad,Christopher Barr,Autoayuda,17,28.14
2022/01/12,Secretos ocultos,Kayla Tyler MD,Terror,16,10.72
2023/09/22,Secretos ocultos,Gary Cross,Fantasía,9,39.48
2021/07/03,Cien años de soledad,Amy Douglas,Ficción,19,36
2023/09/12,El alquimista,Jacob Hall,Misterio,3,43.52
2022/11/19,Cien años de soledad,Casey Walker,Historia,12,15.51
2024/06/27,El arte de la guerra,Christina Mendoza,Ficción,3,37.03
2022/08/01,Las voces del pasado,Robert Sellers,Terror,19,6.58
2021/04/19,Sombras en la ciudad,Heather Foster,No Ficción,1,14.45
2022/10/21,Cien años de soledad,Alan Hayden,Fantasía,16,9.43
2022/08/15,Sombras en la ciudad,Haley Phillips,Fantasía,17,21.31
2021/08/08,Mentes brillantes,Stephanie Kramer,Historia,13,45.03
2022/01/19,Mentes brillantes,Craig Sanchez,Autoayuda,1,20.92
2024/03/26,Crónicas de un viajero,Roger Nelson,Fantasía,14,33.63
2022/01/21,El arte de la guerra,Allison Bell,Misterio,4,26.28
2024/05/16,El enigma de la cueva,Joseph Davis,Ficción,13,29.5
2022/05/09,Las voces del pasado,Toni Acosta,Historia,6,5.99
2022/05/22,El arte de la guerra,Stephen Strickland,No Ficción,15,30.41
2024/04/20,Destino incierto,Samantha Christensen DDS,Historia,1,42.77
2021/04/06,Sombras en la ciudad,Brittany Barrett,Fantasía,14,12.38
2021/07/22,La teoría del todo,Linda Anderson DVM,Ciencia,1,15.51
2023/11/27,La sombra del viento,Carolyn Bailey,Fantasía,16,30.01
2024/03/20,El misterio del tiempo,Zachary Jenkins,Romance,14,14.74
2024/03/25,El último amanecer,Collin Harris,No Ficción,10,32.23
2024/03/15,El enigma de la cueva,Christopher Garcia PhD,Ficción,15,35.38
2023/09/28,La sombra del viento,Jessica Bell,Terror,8,45.05
2023/04/09,La sombra del viento,Tina Liu,Fantasía,20,11.51
2024/02/08,Cien años de soledad,David White,Ficción,20,29.78
2023/04/15,El alquimista,Sarah Meza,Ficción,13,11.65
2024/12/18,Secretos ocultos,David Russo,No Ficción,19,14.26
2021/11/26,Las voces del pasado,Sherri Montes,Ficción,18,46.21
2023/07/20,Destino incierto,Michael Boyle,Historia,10,21.26
2022/08/12,El alquimista,Angela Smith,Fantasía,2,40.44
2021/05/07,Sombras en la ciudad,Rachel Miller,Terror,2,38.22
2022/10/22,El misterio del tiempo,Robert Hill,Ciencia,15,22.96
2022/10/05,Destino incierto,Garrett Adams,Misterio,2,18.53
2022/01/27,El último amanecer,Cristian Foley,Fantasía,3,20.9
2021/08/29,La sombra del viento,Edward Shepard,Fantasía,4,20.05
2022/04/26,El enigma de la cueva,Gregory Green,Romance,20,17.95
2024/10/24,Crónicas de un viajero,Jeremy Woods,Historia,2,38.51
2022/07/28,Secretos ocultos,April Davis,Fantasía,10,38.25
2021/08/20,Bajo la luna roja,Joe Johnson,No Ficción,8,37.98
2022/11/27,Destino incierto,Mr. Lawrence Salinas,Terror,7,11.98
2025/01/28,El alquimista,Cindy Davis,Historia,2,47.02
2024/02/29,El último amanecer,Jared Morgan,Autoayuda,19,22.92
2023/09/16,El misterio del tiempo,Kelly Jensen,Terror,13,21.62
2022/08/09,Destino incierto,Thomas Davis,Fantasía,5,26.89
2022/09/15,Cien años de soledad,Robert Smith,Historia,5,36.94
2021/05/11,Sombras en la ciudad,Emily Briggs,Misterio,5,13.34
2024/07/26,El enigma de la cueva,Danielle Cruz,Autoayuda,11,25.68
2024/06/15,La sombra del viento,Lisa Smith,Autoayuda,6,7.34
2022/08/21,La teoría del todo,Michael Cantrell,Romance,20,26.38
2021/12/25,La sombra del viento,Dylan Jones,No Ficción,10,19.93
2021/04/24,Crónicas de un viajero,Paul Coleman,Misterio,15,15.03
2025/01/07,Destino incierto,John Ferrell,Fantasía,18,46.03
2022/03/22,La teoría del todo,Allison Ward,Ciencia,1,13.67
2024/09/30,Destino incierto,Chad Greer,Historia,2,23.8
2023/05/14,Sombras en la ciudad,Robert Cardenas,Ficción,7,37.31
2022/08/28,La teoría del todo,Ashley Elliott,Romance,7,47.46
2024/08/25,El misterio del tiempo,Christina Warren,Autoayuda,16,47.81
2025/02/23,Bajo la luna roja,Misty Faulkner,Historia,19,23.09
2023/01/16,La sombra del viento,Danielle Wilson,Autoayuda,1,34.93
2021/09/14,Bajo la luna roja,Bryan Payne,Ficción,19,32.17
2022/10/06,El último amanecer,Sarah Rubio,Terror,18,36.2
2022/06/10,El último amanecer,Mark Serrano,Romance,19,47.82
2022/10/06,Las voces del pasado,Dorothy Rhodes,Terror,4,10.11
2024/07/17,Crónicas de un viajero,Joshua Sullivan MD,Fantasía,2,33.15
2024/07/02,El arte de la guerra,Corey Rodriguez,Fantasía,13,31.4
2022/02/10,El misterio del tiempo,Robert Wong,Misterio,18,20.42
2023/08/21,Crónicas de un viajero,Fernando Quinn,Misterio,7,8.73
2023/12/04,Bajo la luna roja,Debbie Griffith DDS,Terror,7,40.37
2023/04/23,El misterio del tiempo,Katrina Sanchez,Autoayuda,1,38.73
2021/12/07,El último amanecer,Amanda Mayo,Misterio,13,21.68
2023/08/05,La sombra del viento,David Lawrence,Misterio,2,16.14
2022/11/13,El misterio del tiempo,Randy Hopkins,Ficción,6,37.84
2022/05/22,Sombras en la ciudad,Judy Fleming,Misterio,18,12.28
2022/05/15,El último amanecer,Juan Price,Autoayuda,10,40.87
2025/02/04,Bajo la luna roja,Joshua Sullivan,Ciencia,15,13.69
2025/03/12,El arte de la guerra,Robin Brown,Fantasía,3,31.26
2023/11/20,Las voces del pasado,Jacob Hernandez,Terror,11,14.02
2023/04/02,Secretos ocultos,Leroy Moore,Terror,15,30.23
2022/10/18,El enigma de la cueva,William Carroll,Fantasía,8,28.46
2023/02/26,Secretos ocultos,John Edwards,Terror,14,14.38
2022/11/30,Sombras en la ciudad,Kenneth Green,Romance,11,30.17
2022/07/07,Mentes brillantes,Denise Flores,Romance,4,11.43
2022/08/02,Crónicas de un viajero,Alison Morris,Misterio,19,14.03
2023/12/25,El alquimista,Brian Castillo,Ciencia,1,37.21
2025/01/13,Cien años de soledad,Gabriel Long,Romance,2,18.6
2021/06/19,Crónicas de un viajero,Danielle Duran,Ciencia,8,7.15
2021/06/22,El alquimista,Albert Hart,Autoayuda,11,35.96
2022/06/06,El arte de la guerra,Nicole Cummings,Autoayuda,3,32.73
2022/10/28,Mentes brillantes,Deborah Davis,Fantasía,4,12.9
2024/06/29,Destino incierto,Wendy Vasquez,Historia,17,19.54
2021/07/04,Bajo la luna roja,John Johnson,Misterio,11,29.47
2023/09/03,Crónicas de un viajero,Penny Wade,Autoayuda,5,30.53
2021/10/30,El enigma de la cueva,Christina Schmidt,Ciencia,17,42.52
2023/01/28,La teoría del todo,Raymond Jones,Terror,19,17.19
2023/09/18,El alquimista,Kelly Lee,Historia,3,35.65
2025/03/23,El alquimista,Lisa Friedman,Historia,13,47.36
2022/09/21,El arte de la guerra,Ronald Lucas,Autoayuda,9,29.8
2022/05/19,El arte de la guerra,Heidi Lopez,Autoayuda,7,6.83
2023/09/04,El misterio del tiempo,Michael Oliver DVM,Misterio,19,5.66
2024/10/07,Mentes brillantes,Megan Cowan,No Ficción,8,14.82
2022/03/17,Secretos ocultos,James Webb,Romance,14,33.47
2022/12/03,El misterio del tiempo,Alejandro Mata,Historia,11,22
2024/03/27,Sombras en la ciudad,Angela Cochran,Historia,9,30.47
2023/08/01,La teoría del todo,Elizabeth White,Ciencia,2,25.42
2024/06/02,Cien años de soledad,Gary Ibarra,No Ficción,14,24.5
2024/09/23,El enigma de la cueva,Karen Hill,Ficción,11,33.43
2021/05/08,Las voces del pasado,Samantha Webb,Ciencia,6,18.83
2022/11/20,Sombras en la ciudad,Randall Warren,Historia,20,21.62
2022/04/09,Bajo la luna roja,Jo Nelson,Romance,17,8
2021/05/06,Crónicas de un viajero,Dylan Lamb,Historia,10,38.22
2024/01/05,El alquimista,Heather Moore,No Ficción,9,37.87
2023/11/13,El misterio del tiempo,Roy Armstrong,Ciencia,2,15.82
2022/07/26,Mentes brillantes,Crystal Ellis,Misterio,5,9.53
2022/12/31,Bajo la luna roja,Cindy Baker,Terror,19,38.88
2022/01/06,El enigma de la cueva,Ashley Davis,Autoayuda,8,26.58
2021/09/11,Crónicas de un viajero,Garrett Mclaughlin,Misterio,11,11.04
2023/06/17,Secretos ocultos,Joshua Hale,No Ficción,12,49.09
2021/06/04,El alquimista,Tammy Carroll,No Ficción,12,28.19
2022/04/06,Crónicas de un viajero,Gregory Marquez,Terror,2,40.38
2024/02/22,La teoría del todo,Maria Kirby,Ficción,11,24.11
2025/03/11,Bajo la luna roja,Eric Cooper,Romance,9,23.1
2022/11/06,Crónicas de un viajero,Timothy Hodge,Ficción,3,28.51
2024/06/15,Mentes brillantes,Kevin Kim DVM,Ficción,9,25.75
2022/06/05,El misterio del tiempo,Taylor Thomas,Ficción,20,43.38
2024/08/10,La sombra del viento,Kevin Thompson,Terror,14,10.57
2023/10/18,El alquimista,Julia Good,Romance,12,40.46
2021/04/12,Sombras en la ciudad,Beth Gonzalez,Misterio,18,28.36
2022/08/16,Bajo la luna roja,Donald Olson,Fantasía,8,22.64
2021/04/01,Mentes brillantes,Michelle Fisher MD,Romance,13,31.62
2025/02/06,La teoría del todo,Heather Mccormick,Autoayuda,11,12.87
2022/08/16,Sombras en la ciudad,Anthony Sanchez,Fantasía,11,15.14
2025/03/27,Sombras en la ciudad,Maria Palmer,Autoayuda,5,49.18
2024/06/07,La teoría del todo,Charles Rivera,No Ficción,4,9.48
2021/08/10,Mentes brillantes,Michael Green,Autoayuda,3,22.96
2024/01/19,Bajo la luna roja,Michael Murphy,Romance,19,16.17
2024/12/28,El arte de la guerra,Mary Vincent DDS,Terror,20,5.96
2021/12/09,El alquimista,James Hernandez,Misterio,3,35.87
2022/10/16,Cien años de soledad,Nicholas Thompson,Ficción,18,26.83
2023/12/12,Sombras en la ciudad,Donna Bishop,Terror,16,40.72
2022/01/10,El misterio del tiempo,Rose Davis,Romance,1,14.11
2022/10/16,Cien años de soledad,Susan Baker,Ciencia,7,30.88
2022/10/27,Sombras en la ciudad,Randy Collier,Misterio,8,15.51
2021/11/09,El enigma de la cueva,Eric Newman,Romance,15,17.22
2022/04/19,Bajo la luna roja,Chelsea Arnold,Ficción,18,12.33
2021/11/08,El último amanecer,Tyler Fox,Ciencia,3,48.63
2021/09/20,Secretos ocultos,Lisa Miller,Autoayuda,5,45.27
2023/11/26,El arte de la guerra,Mrs. Amy Jimenez DVM,Romance,10,27.66
2023/01/02,Cien años de soledad,Juan Morales,Romance,13,22.93
2025/01/26,El último amanecer,Mary Perez,Terror,13,25.95
2023/08/29,La sombra del viento,Albert Alvarez,Ficción,2,45.13
2023/09/08,La teoría del todo,Christina Mccann MD,No Ficción,13,42.99
2023/03/04,La sombra del viento,Dawn Martin,Ficción,5,26.26
2024/06/01,Bajo la luna roja,Shawn Fisher,Misterio,11,28.11
2024/12/08,El alquimista,Jacob Rose,Terror,12,15.52
2023/08/09,El misterio del tiempo,Christina Henderson,Ciencia,12,44.97
2024/10/07,Las voces del pasado,Ann Stephens,Autoayuda,17,26.86
2024/12/30,La teoría del todo,Rebecca Kaufman,Ficción,10,38.11
2023/08/21,Crónicas de un viajero,Brandon Hall,Ficción,17,35.35
2022/12/15,Mentes brillantes,Timothy Yoder,Romance,1,24.8
2022/08/28,La teoría del todo,Nathaniel Mcdonald,Ficción,20,32.01
2023/06/13,El arte de la guerra,Sean Chapman,Terror,11,34.32
2023/10/16,El alquimista,Tamara Robinson,Terror,8,20.85
2022/01/28,El enigma de la cueva,Corey Taylor,Autoayuda,7,45.89
2025/02/28,Destino incierto,Gary Reed,Romance,6,7.68
2021/10/11,La sombra del viento,Dennis Curtis,Terror,19,20.89
2023/08/31,El arte de la guerra,Jessica Barnes,Romance,8,40.24
2023/05/07,Destino incierto,Cameron Ferguson,Autoayuda,11,48.54
2022/03/14,Las voces del pasado,David Glass,Historia,16,43.29
2022/10/14,El último amanecer,Sherri Oconnor,Fantasía,5,7.68
2024/09/06,Mentes brillantes,Brent Beck,Terror,3,49.36
2024/03/02,El misterio del tiempo,Scott Stuart,Romance,8,22.71
2021/11/30,El último amanecer,Karen Hart,Misterio,18,26.08
2022/02/18,El arte de la guerra,Jose Gray,Terror,12,5.01
2024/12/29,El arte de la guerra,Amber Moon,Autoayuda,4,31.79
2022/01/26,Cien años de soledad,Dorothy Cruz,Romance,10,19.41
2023/03/13,El último amanecer,Mrs. Amber Anderson PhD,Misterio,11,12.23
2023/12/19,El alquimista,Kimberly Gardner,Romance,19,32.99
2024/08/22,Cien años de soledad,Brandon Hernandez,Romance,6,42.47
2023/06/14,El alquimista,Elizabeth Everett,Misterio,14,35.62
2022/08/16,Destino incierto,Maureen Callahan,Terror,5,19.79
2022/07/18,El misterio del tiempo,Russell Robinson,Romance,18,46.89
2023/01/20,La teoría del todo,Shannon Green,Romance,1,27.06
2023/01/16,Secretos ocultos,Glenn Williams,Ciencia,19,37.64
2022/03/09,Destino incierto,Brian Bauer,Ficción,17,31.73
2022/12/14,Las voces del pasado,Dawn Wright,Terror,17,10.11
2022/05/11,El arte de la guerra,James Greer,Fantasía,14,38.94
2024/11/24,Crónicas de un viajero,Jose Jones,Autoayuda,12,32.36
2023/09/05,Cien años de soledad,Patrick Myers,Terror,9,31.65
2023/10/15,El alquimista,Willie Jones,Fantasía,19,48.94
2024/06/30,Sombras en la ciudad,Jennifer Stone,Fantasía,18,13.64
2024/05/24,El arte de la guerra,Carl Strickland,Terror,11,8.54
2024/01/15,Las voces del pasado,David Allen,Romance,5,5.54
2021/05/05,Sombras en la ciudad,Jacob Hart,No Ficción,15,40.69
2022/05/29,El último amanecer,Mr. David Miranda DDS,Romance,17,15.98
2021/08/26,El alquimista,Kirk Rogers,No Ficción,13,29.59
2023/01/24,El arte de la guerra,Jason Mcdowell,Historia,15,15.44
2024/02/18,El misterio del tiempo,Steven Welch,Ficción,11,42.18
2023/04/03,La sombra del viento,Michael Williams,No Ficción,17,25.77
2021/10/26,Las voces del pasado,Derrick Ramirez,Historia,16,22.57
2024/01/10,Destino incierto,Michael Woods,Ficción,19,23.22
2023/06/28,Destino incierto,John Obrien,Historia,15,45.6
2024/08/02,Sombras en la ciudad,Cindy Phillips,Misterio,15,32.8
2021/12/10,Mentes brillantes,Juan Ingram,Fantasía,1,24.71
2025/02/08,Destino incierto,Walter Hernandez,Autoayuda,2,40.83
2021/05/18,El alquimista,Scott Blackburn,Fantasía,1,43.68
2022/12/05,El enigma de la cueva,George Scott,Terror,13,11.77
2022/10/16,El alquimista,Samantha Anderson,Autoayuda,7,15.94
2022/08/16,Sombras en la ciudad,Anthony Townsend,Terror,4,20.26
2021/10/03,Secretos ocultos,James Moreno,Autoayuda,1,14.09
2024/10/10,Sombras en la ciudad,George Williams,Autoayuda,10,42.6
2024/08/03,Sombras en la ciudad,Brandy Thompson,Ficción,19,45.47
2022/04/23,Secretos ocultos,Melissa Miller,Romance,14,7.51
2022/06/14,El misterio del tiempo,Susan Rhodes,Historia,13,44.63
2021/04/02,Cien años de soledad,Sean Jones Jr.,No Ficción,11,35.9
2021/07/03,El misterio del tiempo,Brittany Cain,Ciencia,17,37
2021/07/19,Secretos ocultos,Julie Garrett,No Ficción,2,10.64
